Name,Model Name,Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Maruti Ciaz Alpha, Ciaz Alpha,Maruti,Kochi,2018,38394,Petrol,Manual,First,21.56,1462,103.25,5,11.37,9.18
Hyundai Elantra 2.0 SX   AT, Elantra 2.0 SX AT,Hyundai,Delhi,2016,28000,Petrol,Automatic,First,14.62,1999,149.92,5,21.77,13.9
Volkswagen Vento 1.5 TDI Trend , Vento 1.5 TDI Trend ,Volkswagen,Mumbai,2011,47000,Diesel,Manual,First,20.64,1498,108.5,5,11.3,3.25
Mercedes-Benz E-Class E 350 d, Benz E Class E 350 d,Mercedes,Coimbatore,2019,9312,Diesel,Automatic,First,18,2987,258,5,92.5,78.8
Hyundai Elantra 2.0 SX   AT, Elantra 2.0 SX AT,Hyundai,Coimbatore,2015,58239,Petrol,Automatic,First,14.62,1999,149.92,5,23.64,9.69
Nissan Terrano XL D  , Terrano XL D ,Nissan,Mumbai,2014,51000,Diesel,Manual,First,19.87,1461,83.14,5,15.06,5.65
Toyota Fortuner 2.8 2WD AT, Fortuner 2.8 2WD AT,Toyota,Ahmedabad,2016,88008,Diesel,Automatic,Second,12.9,2755,174.5,7,34.45,22.5
Mercedes-Benz GLA Class 200 d Sport, Benz GLA Class 200 d Sport,Mercedes,Mumbai,2018,10000,Diesel,Automatic,First,17.9,2143,136,5,41.94,28.9
Mini Cooper Convertible S, Convertible S,Mini,Chennai,2012,17000,Petrol,Automatic,Second,16.82,1998,189.08,4,44.28,22
Mini Cooper 3 DOOR S, 3 DOOR S,Mini,Mumbai,2013,21000,Petrol,Automatic,First,17.44,1998,189.08,4,39.57,21.5
Maruti Wagon R CNG LXI, Wagon R CNG LXI,Maruti,Pune,2014,29202,CNG,Manual,First,33.54,998,67.04,5,5.54,3.9
Skoda Rapid 1.6 MPI AT Ambition, Rapid 1.6 MPI AT Ambition,Skoda,Mumbai,2017,32000,Petrol,Automatic,First,14.84,1598,103.52,5,13.7,8.11
Maruti Ertiga VDI, Ertiga VDI,Maruti,Delhi,2017,65000,Diesel,Manual,First,25.47,1248,88.5,7,11.16,7.65
Ford EcoSport 1.5   Trend, EcoSport 1.5 Trend,Ford,Kolkata,2016,21460,Petrol,Manual,First,17,1497,121.36,5,9.47,6
Honda Jazz V CVT, Jazz V CVT,Honda,Hyderabad,2015,33000,Petrol,Automatic,First,19,1199,88.7,5,10.17,7.25
Maruti Vitara Brezza ZDi Plus, Vitara Brezza ZDi Plus,Maruti,Jaipur,2017,48324,Diesel,Manual,First,24.3,1248,88.5,5,11.47,9
Hyundai Grand i10 1.2 CRDi Sportz, Grand i10 1.2 CRDi Sportz,Hyundai,Kochi,2017,20773,Diesel,Manual,First,24,1186,73.97,5,8.17,5.92
Volkswagen Polo 1.5 TDI High , Polo 1.5 TDI High ,Volkswagen,Kolkata,2016,22000,Diesel,Manual,First,20.14,1498,88,5,9.58,6.29
BMW 3 Series 320d, 3 Series 320d,BMW,Mumbai,2013,25000,Diesel,Automatic,First,22.69,1995,190,5,47.87,17.99
Mahindra Xylo H4, Xylo H4,Mahindra,Chennai,2015,82000,Diesel,Manual,Second,14.02,2179,118.3,7,11.67,4.85
Maruti Dzire VDI, Dzire VDI,Maruti,Hyderabad,2011,110000,Diesel,Manual,First,28.4,1248,73.75,5,9.14,4
Volkswagen Polo 1.5 TDI High , Polo 1.5 TDI High ,Volkswagen,Delhi,2012,68038,Diesel,Manual,First,20.14,1498,88,5,9.96,3.6
BMW 5 Series 520d  , 5 Series 520d ,BMW,Ahmedabad,2013,55000,Diesel,Automatic,First,22.48,1995,190,5,63.71,21.75
Mercedes-Benz GLC 220d 4MATIC Sport, Benz GLC 220d 4MATIC Sport,Mercedes,Mumbai,2017,25000,Diesel,Automatic,First,17.9,2143,170,5,64.14,45
Maruti Alto K10 VXI, Alto K10 VXI,Maruti,Coimbatore,2011,46808,Petrol,Manual,Second,24.07,998,67.1,5,4.7,3.19
Hyundai Xcent 1.2 VTVT S, Xcent 1.2 VTVT S,Hyundai,Coimbatore,2015,65743,Petrol,Manual,First,20.14,1197,81.86,5,7.85,6.2
Hyundai Creta 1.6 SX  , Creta 1.6 SX ,Hyundai,Mumbai,2016,29477,Petrol,Manual,First,15.8,1591,121.3,5,16.36,10.25
Toyota Fortuner 2.8 2WD AT, Fortuner 2.8 2WD AT,Toyota,Delhi,2017,40000,Diesel,Automatic,First,12.9,2755,174.5,7,37.38,30
Ford EcoSport 1.5   Titanium, EcoSport 1.5 Titanium,Ford,Mumbai,2017,30000,Diesel,Manual,First,23,1498,98.96,5,11.89,8.99
Tata Zest Revotron 1.2T XE, Zest Revotron 1.2T XE,Tata,Delhi,2017,47000,Petrol,Manual,Second,17.57,1193,88.7,5,6.62,4.5
Maruti Vitara Brezza ZDi Plus Dual Tone, Vitara Brezza ZDi Plus Dual Tone,Maruti,Kochi,2017,45362,Diesel,Manual,First,24.3,1248,88.5,5,11.75,9.38
Tata Hexa XTA, Hexa XTA,Tata,Coimbatore,2019,14233,Diesel,Automatic,First,17.6,2179,153.86,7,22.74,17.85
Skoda Superb Style 1.8 TSI AT, Superb Style 1.8 TSI AT,Skoda,Mumbai,2010,62004,Petrol,Automatic,Second,14.67,1798,177.46,5,33.36,3.75
Volkswagen Vento 1.5 TDI High  AT, Vento 1.5 TDI High AT,Volkswagen,Mumbai,2016,25500,Diesel,Automatic,First,21.5,1498,108.5,5,15.86,8.95
Mercedes-Benz E-Class E 220 d, Benz E Class E 220 d,Mercedes,Mumbai,2018,11000,Diesel,Automatic,First,16.1,1950,194,5,70.55,56.5
BMW 3 Series 320d  , 3 Series 320d ,BMW,Mumbai,2014,18600,Diesel,Automatic,Second,22.69,1995,190,5,54.43,21
Land Rover Discovery SE 3.0 TD6, Discovery SE 3.0 TD6,Land,Delhi,2016,59000,Diesel,Automatic,First,18,2993,255,7,113,36.75
Mercedes-Benz CLA 200 CDI Sport, Benz CLA 200 CDI Sport,Mercedes,Coimbatore,2017,20969,Diesel,Automatic,First,17.9,2143,136,5,45.36,27.87
Maruti Vitara Brezza ZDi, Vitara Brezza ZDi,Maruti,Kolkata,2018,2900,Diesel,Manual,First,24.3,1248,88.5,5,10.13,8.75
Skoda Rapid 1.5 TDI Ambition, Rapid 1.5 TDI Ambition,Skoda,Coimbatore,2018,5833,Diesel,Manual,First,21.13,1498,108.4,5,14.22,11.92
Mahindra NuvoSport N8, NuvoSport N8,Mahindra,Coimbatore,2017,37712,Diesel,Manual,First,17.45,1493,100,7,11.77,7.57
Datsun redi-GO T  , redi GO T ,Datsun,Kochi,2018,30953,Petrol,Manual,First,22.7,799,53.64,5,4.05,3.48
Jeep Compass 2.0 Limited 4X4, Compass 2.0 Limited 4X4,Jeep,Coimbatore,2018,48188,Diesel,Manual,First,16.3,1956,170,5,26.95,21.69
Toyota Innova Crysta 2.8 ZX AT, Innova Crysta 2.8 ZX AT,Toyota,Coimbatore,2017,65367,Diesel,Automatic,First,11.36,2755,171.5,7,28.05,20.14
Maruti Wagon R VXI AMT, Wagon R VXI AMT,Maruti,Mumbai,2016,8000,Petrol,Automatic,First,22.5,998,67,5,6.14,4.15
Maruti Alto K10 VXI, Alto K10 VXI,Maruti,Mumbai,2016,13198,Petrol,Manual,First,24.07,998,67.1,5,4.82,3.15
Tata Tiago AMT 1.2 Revotron XZA, Tiago AMT 1.2 Revotron XZA,Tata,Coimbatore,2019,15379,Petrol,Automatic,First,23.84,1199,83.83,5,7.17,6.97
Mini Cooper Convertible S, Convertible S,Mini,Mumbai,2016,15000,Petrol,Automatic,First,16.82,1998,189.08,4,44.28,35
Hyundai Verna CRDi 1.6 SX  , Verna CRDi 1.6 SX ,Hyundai,Pune,2017,50000,Diesel,Manual,First,22,1582,126.2,5,15.72,11.5
Renault Duster 85PS   RxE, Duster 85PS RxE,Renault,Pune,2016,54000,Diesel,Manual,First,19.87,1461,83.8,5,11.27,6.5
Honda BRV i-VTEC V MT, BRV i VTEC V MT,Honda,Pune,2016,9200,Petrol,Manual,First,15.4,1497,117.3,7,13.58,8
Honda Amaze S  , Amaze S ,Honda,Hyderabad,2015,29000,Diesel,Manual,First,27.4,1498,98.6,5,9.09,5.99
Maruti Alto K10 VXI, Alto K10 VXI,Maruti,Kochi,2018,46805,Petrol,Manual,First,24.07,998,67.1,5,4.09,3.63
Tata Zest Revotron 1.2T XE, Zest Revotron 1.2T XE,Tata,Mumbai,2017,100000,Petrol,Manual,First,17.57,1193,88.7,5,6.83,4.25
Maruti Wagon R LXI, Wagon R LXI,Maruti,Kochi,2011,15466,Petrol,Manual,First,22.5,998,67.04,5,5.04,3.36
BMW 3 Series 320d, 3 Series 320d,BMW,Kolkata,2011,70000,Diesel,Automatic,First,22.69,1995,190,5,43.81,10.3
Maruti Wagon R VXI, Wagon R VXI,Maruti,Kochi,2014,41994,Petrol,Manual,First,22.5,998,67.04,5,5.12,3.41
Audi Q3 35 TDI Quattro Premium Plus, Q3 35 TDI Quattro Premium Plus,Audi,Bangalore,2015,51000,Diesel,Automatic,First,15.17,1968,181,5,48.64,27.5
Maruti Wagon R VXI 1.2, Wagon R VXI 1.2,Maruti,Jaipur,2015,64876,Petrol,Manual,First,21.5,1197,81.8,5,5.71,3.5
Maruti Celerio CNG VXI MT, Celerio CNG VXI MT,Maruti,Kochi,2016,70536,CNG,Manual,First,31.79,998,58.33,5,5.87,4.58
Maruti Vitara Brezza ZDi Plus Dual Tone, Vitara Brezza ZDi Plus Dual Tone,Maruti,Coimbatore,2017,25299,Diesel,Manual,First,24.3,1248,88.5,5,12.56,10.34
Honda Amaze V  , Amaze V ,Honda,Kochi,2016,40866,Petrol,Manual,First,19.5,1199,86.76,5,8.16,5.47
Mini Cooper Convertible S, Convertible S,Mini,Kochi,2017,20469,Petrol,Automatic,First,16.82,1998,189.08,4,44.28,35.98
Volkswagen Ameo 1.5 TDI High , Ameo 1.5 TDI High ,Volkswagen,Kochi,2018,31426,Diesel,Manual,First,21.66,1498,108.62,5,9.72,7.9
Maruti Baleno Alpha CVT, Baleno Alpha CVT,Maruti,Kochi,2019,13574,Petrol,Automatic,First,21.4,1197,83.1,5,10.3,9.51
BMW 5 Series 520d  , 5 Series 520d ,BMW,Ahmedabad,2013,90000,Diesel,Automatic,First,22.48,1995,190,5,63.71,19.5
Maruti Vitara Brezza ZDi Plus, Vitara Brezza ZDi Plus,Maruti,Kochi,2017,38426,Diesel,Manual,First,24.3,1248,88.5,5,11.12,9.13
Maruti Eeco 7   Standard, Eeco 7 Standard,Maruti,Pune,2011,45000,Petrol,Manual,First,15.1,1196,73,7,4.69,2.25
Maruti Wagon R LXI, Wagon R LXI,Maruti,Mumbai,2010,37822,Petrol,Manual,First,22.5,998,67.04,5,5.04,2.35
Toyota Innova Crysta 2.4 VX MT 8S, Innova Crysta 2.4 VX MT 8S,Toyota,Coimbatore,2017,72202,Diesel,Manual,First,13.68,2393,147.8,8,24.01,17.92
Mercedes-Benz GLE 350d, Benz GLE 350d,Mercedes,Coimbatore,2018,30706,Diesel,Automatic,First,11.57,2987,254.79,5,95.13,59.29
Maruti Baleno Alpha, Baleno Alpha,Maruti,Mumbai,2016,12208,Petrol,Manual,First,21.4,1197,83.1,5,8.78,6.75
Volkswagen Polo GT TSI, Polo GT TSI,Volkswagen,Mumbai,2017,27853,Petrol,Automatic,First,17.21,1197,103.5,5,11.26,8.25
Hyundai Grand i10 1.2 Kappa Sportz, Grand i10 1.2 Kappa Sportz,Hyundai,Kochi,2018,20689,Petrol,Manual,First,18.9,1197,81.86,5,6.68,6.07
Renault KWID 1.0 RXT  al AMT, KWID 1.0 RXT al AMT,Renault,Coimbatore,2017,53285,Petrol,Automatic,First,22.5,999,67,5,5.42,4.28
Mercedes-Benz GLE 350d, Benz GLE 350d,Mercedes,Mumbai,2017,19863,Diesel,Automatic,First,11.57,2987,254.79,5,91.23,64.95
Hyundai Grand i10 1.2 Kappa Sportz, Grand i10 1.2 Kappa Sportz,Hyundai,Mumbai,2018,3958,Petrol,Manual,First,18.9,1197,81.86,5,7.14,5.55
BMW X3 xDrive 20d  , X3 xDrive 20d ,BMW,Hyderabad,2009,58000,Diesel,Automatic,First,18.56,1995,190,5,69.59,17.98
Renault KWID 1.0 RXT  al, KWID 1.0 RXT al,Renault,Kochi,2018,18335,Petrol,Manual,First,21.7,999,67,5,4.61,4.5
Volkswagen Polo GT TSI, Polo GT TSI,Volkswagen,Mumbai,2017,25000,Petrol,Automatic,First,17.21,1197,103.5,5,11.26,7.75
Toyota Fortuner 2.8 2WD AT, Fortuner 2.8 2WD AT,Toyota,Kochi,2019,21719,Diesel,Automatic,First,12.9,2755,174.5,7,37.38,33.13
Renault KWID Climber 1.0 MT, KWID Climber 1.0 MT,Renault,Hyderabad,2018,4126,Petrol,Manual,First,21.7,999,67,5,5.3,4.8
Tata Bolt Quadrajet XM, Bolt Quadrajet XM,Tata,Hyderabad,2017,98500,Diesel,Manual,First,22.95,1248,74,5,7.97,6
BMW 3 Series 320d, 3 Series 320d,BMW,Coimbatore,2009,103905,Diesel,Automatic,First,22.69,1995,190,5,43.31,9.92
Audi A6 35 TDI Matrix, A6 35 TDI Matrix,Audi,Delhi,2014,56000,Diesel,Automatic,First,18.53,1968,187.74,5,59.38,24
Volkswagen Vento 1.5 TDI High  AT, Vento 1.5 TDI High AT,Volkswagen,Kochi,2017,33550,Diesel,Automatic,First,21.5,1498,108.5,5,15.86,9.6
Audi A6 35 TDI Matrix, A6 35 TDI Matrix,Audi,Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968,187.74,5,67.1,25
Ford EcoSport 1.5   Titanium Plus AT, EcoSport 1.5 Titanium Plus AT,Ford,Coimbatore,2018,27852,Petrol,Automatic,First,14.8,1497,121.36,5,14.1,10.44
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone, Nexon 1.5 Revotorq XZ Plus Dual Tone,Tata,Mumbai,2018,14000,Diesel,Manual,First,21.5,1497,108.5,5,12.22,9.9
Isuzu MUX 4WD,Isuzu MUX 4WD,Isuzu,Jaipur,2017,34429,Diesel,Automatic,First,13.8,2999,174.57,7,33.68,20
Toyota Corolla Altis 1.4 DG, Corolla Altis 1.4 DG,Toyota,Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364,86.79,5,19.27,6.5
Hyundai Grand i10 1.2 Kappa Sportz, Grand i10 1.2 Kappa Sportz,Hyundai,Jaipur,2018,10000,Petrol,Manual,First,18.9,1197,81.86,5,6.96,5.85
Jeep Compass 2.0 Limited 4X4, Compass 2.0 Limited 4X4,Jeep,Coimbatore,2019,6261,Diesel,Manual,First,16.3,1956,170,5,26.95,23.91
Maruti Ignis 1.2 AMT Alpha, Ignis 1.2 AMT Alpha,Maruti,Coimbatore,2019,3906,Petrol,Automatic,First,20.89,1197,81.8,5,7.96,7.36
Toyota Innova Crysta 2.4 VX MT, Innova Crysta 2.4 VX MT,Toyota,Mumbai,2017,38000,Diesel,Manual,First,13.68,2393,147.8,7,23.06,17.65
Toyota Platinum Etios 1.4 GXD, Platinum Etios 1.4 GXD,Toyota,Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364,67.05,5,9.58,6
Toyota Innova Crysta 2.8 GX AT 8S, Innova Crysta 2.8 GX AT 8S,Toyota,Delhi,2017,18000,Diesel,Automatic,First,11.36,2755,171.5,8,20.8,18.25
Nissan Micra Active XV, Micra Active XV,Nissan,Ahmedabad,2016,41000,Petrol,Manual,First,19.69,1198,67.04,5,6.78,4.25
Jeep Compass 2.0 Sport, Compass 2.0 Sport,Jeep,Hyderabad,2017,37000,Diesel,Manual,First,17.1,1956,170,5,19.91,16.9
Tata Zest Quadrajet 1.3 75PS XM, Zest Quadrajet 1.3 75PS XM,Tata,Pune,2017,72000,Diesel,Manual,First,22.95,1248,74,5,8.93,5
Maruti Dzire VXI, Dzire VXI,Maruti,Hyderabad,2013,34900,Petrol,Manual,First,22,1197,81.8,5,7.97,5.49
Maruti Wagon R LXI, Wagon R LXI,Maruti,Mumbai,2014,25422,Petrol,Manual,First,22.5,998,67.04,5,5.04,3.25
Maruti Ertiga VDI, Ertiga VDI,Maruti,Mumbai,2018,14000,Diesel,Manual,First,25.47,1248,88.5,7,11.66,9.25
Mahindra KUV 100 G80 K6 Plus 5Str, KUV 100 G80 K6 Plus 5Str,Mahindra,Kolkata,2017,43000,Petrol,Manual,First,18.15,1198,82,5,7.35,4.5
Maruti Swift VXI, Swift VXI,Maruti,Pune,2010,68000,Petrol,Manual,First,22,1197,81.8,5,6.99,2.8
Jeep Compass 2.0 Limited, Compass 2.0 Limited,Jeep,Pune,2018,16039,Diesel,Manual,First,17.1,1956,170,5,23.89,18.5
Maruti Swift LDI, Swift LDI,Maruti,Hyderabad,2016,52000,Diesel,Manual,First,28.4,1248,74,5,7.27,5.95
Maruti Swift VDI, Swift VDI,Maruti,Kochi,2015,53500,Diesel,Manual,First,28.4,1248,74,5,7.88,5.36
Hyundai Xcent 1.2 CRDi S, Xcent 1.2 CRDi S,Hyundai,Mumbai,2016,50000,Diesel,Manual,First,25.4,1186,73.97,5,8.84,3.5
BMW 3 Series 320d  , 3 Series 320d ,BMW,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995,190,5,52.46,6.67
Mahindra Xylo H4, Xylo H4,Mahindra,Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179,118.3,7,11.67,5.85
Toyota Corolla Altis 1.8 VL CVT, Corolla Altis 1.8 VL CVT,Toyota,Kolkata,2018,5000,Petrol,Automatic,First,14.28,1798,138.03,5,22.37,16.95
Skoda Rapid 1.6 MPI Ambition, Rapid 1.6 MPI Ambition,Skoda,Mumbai,2015,39822,Petrol,Manual,First,15.41,1598,103.52,5,12.02,4.68
Renault KWID RXL, KWID RXL,Renault,Kochi,2017,24214,Petrol,Manual,Second,25.17,799,53.3,5,3.95,3.46
BMW 3 Series 320d, 3 Series 320d,BMW,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995,190,5,48.79,13.08
Maruti Alto K10 LXI CNG  al, Alto K10 LXI CNG al,Maruti,Kochi,2018,44202,CNG,Manual,First,32.26,998,58.2,4,4.66,4
Maruti Vitara Brezza ZDi Plus Dual Tone, Vitara Brezza ZDi Plus Dual Tone,Maruti,Kochi,2017,35981,Diesel,Manual,First,24.3,1248,88.5,5,11.29,9.51
Maruti Wagon R CNG LXI, Wagon R CNG LXI,Maruti,Delhi,2014,74663,CNG,Manual,First,33.54,998,67.04,5,5.35,3.25
Porsche Cayenne Base,Porsche Cayenne Base,Porsche,Kochi,2019,14298,Petrol,Automatic,First,13.33,2995,340,5,136,100
Honda Brio 1.2 S MT, Brio 1.2 S MT,Honda,Mumbai,2015,22000,Petrol,Manual,First,18.5,1198,86.8,5,6.23,3.95
Hyundai Grand i10 1.2 Kappa Magna AT, Grand i10 1.2 Kappa Magna AT,Hyundai,Coimbatore,2019,12153,Petrol,Automatic,First,18.9,1197,81.86,5,7.98,6.84
Audi A4 30 TFSI Premium Plus, A4 30 TFSI Premium Plus,Audi,Kochi,2017,61221,Petrol,Automatic,First,17.84,1395,147.51,5,47.16,21.73
Mini Cooper 5 DOOR D, 5 DOOR D,Mini,Kochi,2019,14857,Diesel,Automatic,First,20.7,1496,113.98,5,41.98,31.55
Ford Endeavour Titanium 4X2, Endeavour Titanium 4X2,Ford,Coimbatore,2019,14648,Diesel,Manual,First,12.62,2198,158,7,35.29,27.36
Tata Zest Revotron 1.2T XM, Zest Revotron 1.2T XM,Tata,Kochi,2017,48198,Petrol,Manual,First,17.57,1193,88.7,5,7.63,4.65
Maruti Dzire LDI, Dzire LDI,Maruti,Pune,2012,150000,Diesel,Manual,Third,28.4,1248,73.75,5,7.91,2.25
Maruti Eeco CNG 5    , Eeco CNG 5 ,Maruti,Ahmedabad,2015,47001,CNG,Manual,First,20,1196,63,5,5.36,3.72
Maruti Wagon R VXI, Wagon R VXI,Maruti,Chennai,2014,52000,Petrol,Manual,First,22.5,998,67.04,5,5.51,3.45
Hyundai Grand i10 1.2 Kappa Asta, Grand i10 1.2 Kappa Asta,Hyundai,Coimbatore,2017,62788,Petrol,Manual,First,18.9,1197,81.86,5,8.1,6.08
Toyota Innova Crysta 2.8 GX AT, Innova Crysta 2.8 GX AT,Toyota,Pune,2018,20300,Diesel,Automatic,First,11.36,2755,171.5,7,20.97,18
Mini Cooper 3 DOOR D, 3 DOOR D,Mini,Kochi,2015,27641,Diesel,Automatic,Second,20.7,1496,113.98,4,34.89,24.77
Mahindra XUV500 W7, XUV500 W7,Mahindra,Delhi,2018,9000,Diesel,Manual,First,14,2179,155,7,16.4,13
BMW 7 Series 730Ld Design Pure Excellence CBU, 7 Series 730Ld Design Pure Excellence CBU,BMW,Kolkata,2012,41100,Diesel,Automatic,First,16.77,2993,261.49,5,166,26.5
Honda City i-VTEC CVT VX, City i VTEC CVT VX,Honda,Mumbai,2015,19000,Petrol,Automatic,First,18,1497,117.3,5,15.29,8.95
Honda City i-VTEC CVT VX, City i VTEC CVT VX,Honda,Jaipur,2017,35000,Petrol,Automatic,First,18,1497,117.3,5,14.67,7.7
Honda City i-VTEC V, City i VTEC V,Honda,Mumbai,2017,11000,Petrol,Manual,First,17.4,1497,117.3,5,12.57,8.5
Nissan Micra XV D, Micra XV D,Nissan,Chennai,2012,93450,Diesel,Manual,Second,23.19,1461,63.12,5,9.48,2.5
Maruti Dzire ZDI, Dzire ZDI,Maruti,Ahmedabad,2013,56454,Diesel,Manual,First,28.4,1248,73.75,5,8.95,4.65
Jeep Compass 2.0 Limited   4X4, Compass 2.0 Limited 4X4,Jeep,Kolkata,2017,15050,Diesel,Manual,First,16.3,1956,170,5,23.19,17.5
Ford Freestyle Titanium Plus  , Freestyle Titanium Plus ,Ford,Kolkata,2018,8896,Petrol,Manual,First,19,1194,94.68,5,8.24,7.34
Honda Jazz V, Jazz V,Honda,Mumbai,2016,31378,Petrol,Manual,First,18.2,1199,88.7,5,8.71,5.9
Audi Q3 30 TDI Premium FWD, Q3 30 TDI Premium FWD,Audi,Mumbai,2017,31000,Diesel,Automatic,First,18.51,1968,147.51,5,44.75,27
Mercedes-Benz E-Class E400 Cabriolet, Benz E Class E400 Cabriolet,Mercedes,Kolkata,2015,7501,Petrol,Automatic,First,10,2996,333,4,87.57,48
Mercedes-Benz GLE 350d, Benz GLE 350d,Mercedes,Coimbatore,2018,29277,Diesel,Automatic,First,11.57,2987,254.79,5,95.13,59.65
Maruti Baleno Delta CVT, Baleno Delta CVT,Maruti,Coimbatore,2018,34630,Petrol,Automatic,First,21.4,1197,83.1,5,8.57,7.29
Mini Cooper 3 DOOR D, 3 DOOR D,Mini,Kochi,2016,32298,Diesel,Automatic,First,20.7,1496,113.98,4,35,23.8
Ford Aspire Ambiente  , Aspire Ambiente ,Ford,Kolkata,2018,17000,Diesel,Manual,First,26.1,1498,99,5,7.56,5.65
Mercedes-Benz CLA 200 CDI Sport, Benz CLA 200 CDI Sport,Mercedes,Kochi,2019,29836,Diesel,Automatic,First,17.9,2143,136,5,43.07,25.75
Toyota Etios Liva 1.4 GD, Etios Liva 1.4 GD,Toyota,Delhi,2013,84000,Diesel,Manual,First,23.59,1364,67.04,5,7.83,3.85
Maruti Celerio VXI AMT, Celerio VXI AMT,Maruti,Chennai,2015,55000,Petrol,Automatic,First,23.1,998,67.04,5,6,3.5
Honda City i-VTEC VX, City i VTEC VX,Honda,Mumbai,2017,7500,Petrol,Manual,First,17.4,1497,117.3,5,13.76,11.15
Renault Duster 110PS   RxZ AMT, Duster 110PS RxZ AMT,Renault,Jaipur,2016,68163,Diesel,Automatic,First,19.6,1461,108.45,5,14.11,8.9
Maruti Vitara Brezza LDi, Vitara Brezza LDi,Maruti,Kochi,2017,35384,Diesel,Manual,First,24.3,1248,88.5,5,9.12,8.61
Ford EcoSport 1.5   Titanium, EcoSport 1.5 Titanium,Ford,Coimbatore,2018,32189,Diesel,Manual,First,23,1498,98.96,5,11.2,9.25
BMW 3 Series 320d, 3 Series 320d,BMW,Mumbai,2010,67000,Diesel,Automatic,Second,22.69,1995,190,5,47.87,9.25
Maruti Vitara Brezza ZDi Plus, Vitara Brezza ZDi Plus,Maruti,Coimbatore,2018,52380,Diesel,Manual,First,24.3,1248,88.5,5,12.47,10.15
Toyota Etios Liva 1.2 G, Etios Liva 1.2 G,Toyota,Chennai,2011,42000,Petrol,Manual,Second,17.71,1197,78.9,5,6.51,3.75
Honda WRV i-VTEC VX, WRV i VTEC VX,Honda,Ahmedabad,2017,32248,Petrol,Manual,First,17.5,1199,88.7,5,10.32,8.25
Hyundai Grand i10 1.2 Kappa Asta, Grand i10 1.2 Kappa Asta,Hyundai,Bangalore,2014,61325,Petrol,Manual,First,18.9,1197,81.86,5,8.1,4.4
Honda Amaze S  , Amaze S ,Honda,Jaipur,2014,69000,Petrol,Manual,First,19.5,1199,88.76,5,7.52,4.5
Volkswagen Vento 1.5 TDI High  AT, Vento 1.5 TDI High AT,Volkswagen,Hyderabad,2016,45492,Diesel,Automatic,First,21.5,1498,108.5,5,15.68,10.3
Hyundai Grand i10 1.2 Kappa Sportz, Grand i10 1.2 Kappa Sportz,Hyundai,Coimbatore,2014,33496,Petrol,Manual,First,18.9,1197,81.86,5,7.45,5.5
